title,rating,body,author,date,TextBlob_sentiment,Pysentimiento_sentiment,BERT_sentiment
Durabilidad: 2 años y medio.,"2,0 de 5 estrellas","Después de 30 felices meses, haciendo el café casi todos los días y haciendo la descalcificación a cada 5-6 meses según me pedía el led verde, la cafetera ha muerto. Hoy la encendí, el panel funciona pero no hace nada más. No calienta el agua y ni un ruido. La garantía era de 2 años, así que nada. Con todos los comentarios sobre la mala calidad del servicio técnico, ni les llamo. Abro la cafetera para ver si hay algo roto y no encuentro nada, todo está bien y en su sitio. Así que a la basura y compro otra de otra marca a ver si dura más. Rebajo de 5 a 2 estrellas.",Ennio,Revisado en España el 25 de agosto de 2023,NEU,NEG,NEG
Dudas de la cafetera Cecotec,"2,0 de 5 estrellas","Diseño,muy elegante.
El embudo, donde se deposita el café.Parece de papel de fumar,no se lo que puede durar.Y el filtro del café.No especifica, si se limpia o no.Porque lo lógico,es que se ciege con el uso .He hecho 3 cafeteras con agua mineral .Y la cuarta con café. Ha salido amargo y con muchos posos.
Si sigue así La devuelvo","No quiero que figure ni mi nombre y apellidos , ni mi direccion",Revisado en España el 5 de diciembre de 2023,NEU,NEG,NEG
La devolví,"2,0 de 5 estrellas","No me gustó nada, el café sale con posos.",Laura Rodriguez Jimenez,Revisado en España el 4 de marzo de 2024,NEU,NEG,NEG
Baja calidad,"2,0 de 5 estrellas","Pesa poco, materiales muy débiles, mucho plástico. Mejor gastarse algo más por una de mejor calidad.",Manuel Gallar,Revisado en España el 10 de febrero de 2024,NEU,NEG,NEG
Pierde agua,"2,0 de 5 estrellas","Funcionaba de maravilla hasta que empezó a encenderse y apagarse sólo, sin haberlo programado, y pierde muchísima agua del depósito. En sólo 2 años.
No lo recomiendo para nada.",Jose Luis,Revisado en España el 3 de enero de 2024,NEU,NEG,NEG
Manual de instrucciones malo,"2,0 de 5 estrellas","Acabo de recibir esta cafetera, que nos gustó pos su diseño y precio, así como por sus especificaciones. El envío llegó puntualmete y muy bien informado del proceso. Al abrir la caja, veo que el manual de instrucciones es mínimo, en concreto la parte referente a los botones de la cafetera, donde no especifica cual es cada uno, poniendo simplemente en la imagen ""panel de control"" en varios idiomas, por tanto, y siguiendo el procedimiento, debes intuir como hacer café. En las especificaciones pone que ofrece la función de calentamiento de café, aunque luego en el manual no indica nada sobre este aspecto. Busco el teléfono de la empresa, y en la primera llamada me dicen que eso no es posible, que el café que sobra se debe de tirar, inreible la respuesta. No contento con esta respuesta vuelvo a llamar, y hablo con otra persona, muy amable que me dice que no sabe, pero que lo ha puesto como incidencia para hablarlo con el servicio técnico y que me contestaraán por email o teléfono ese día o al día siguiente. Nadie me ha contestado. Al final, y a base de tocar todos los botones, he conseguido lo que buscaba, calentar el café existente, pero me ha parecido un mal servicio por parte de Cecotec. Sinceramente, si llego a saber este punto, NO lo hubiese comprado, pues para mi no cumple con la información necesaria y estoy convencido que hay otras opciones mejores.",Jose Herrero,Revisado en España el 1 de agosto de 2019,NEG,NEU,NEG
2 cafeteras mismo problema,"2,0 de 5 estrellas",La cafetera muy bien café bueno pero tienen que tener algún problema porque a mí me cambiaron una porque dejó de gotear me icieron la devolución y cambio de cafetera y a esta le sucede lo mismo dejo de gotear el mismo problema,José L.,Revisado en España el 3 de diciembre de 2023,NEU,NEG,NEU
👎🏽,"2,0 de 5 estrellas","Esta bien, aunque me esperaba algo mejor como en la foto. Es muy normal, para el precio que tiene","Sencillo, pero hace su función",Revisado en España el 17 de enero de 2024,POS,POS,NEU
Baja calidad,"2,0 de 5 estrellas",En menos de una año se daño,Cesar padilla,Revisado en España el 21 de febrero de 2024,NEU,NEG,NEG
Atascos y perdidas de agua continuos,"2,0 de 5 estrellas",El depósito de agua pierde agua por las gomas que se estropean con rapidez y le echan la culpa a la calidad del agua. Con lo que la garantía no te cubre.,L M,Revisado en España el 14 de diciembre de 2023,NEU,NEG,NEG
Pequeña,"2,0 de 5 estrellas",Jarra muy pequeña se devolvió,SERGIO,Revisado en España el 19 de febrero de 2024,NEU,NEU,NEG
No la recomiendo,"2,0 de 5 estrellas","El sistema para introducir el agua es arcaico (por el borde superior de la maquina, en el borde trasero)
El sistema automatico para preparer el Cafe a una hora concreta es engorroso y fuerza la maquina a quedarse sin agua.",Joche,Revisado en España el 21 de noviembre de 2023,POS,NEG,NEG
"Duró tres meses, la devolución genial","2,0 de 5 estrellas","Duró menos de tres meses la cafetera, cuando funcionaba , bien, café normal. El problema apareció a los 2 meses y nuncaas hizo café, arrancaba pero se paraba y no terminaba o ni empezaba a hacer ella café..Lo positivo de todo esto es que la devolución fue genial, a través de Amazon tramité la devolución y al estar en garantía,me han devuelto el dinero y yo les he enviado la cafetera. Hemos comprado lo tra de otra marca",Sonia,Revisado en España el 3 de junio de 2023,POS,NEU,NEG
Frágil,"2,0 de 5 estrellas","Me empeño en comprar productos Cecotec, pero no paran de desengañarme. La cafetera está bien en sí, pero es muy frágil y a los pocos días empieza a hacer el tonto",Quim Adell Carbonell,Revisado en España el 16 de noviembre de 2023,NEU,NEG,NEU
"Bonita, barata pero…","2,0 de 5 estrellas","Siempre dicen que lo barato sale caro, tras 6 meses con ella estoy planteando comprarme otra porque se esta dañando la parte que calienta el vaso de café, filtra mal, dejando muchos posos y al ir lento se suele desbordar internamente el café, ya he tenido que hacer varias limpiezas a fondo y vuelve a su funcionamiento normal durante 3 usos, luego es una lucha para que haga café en condiciones.
Si el presupuesto es bajo, como era mi situación es una compra para salir del paso, pero si puedes permitirte otra de mejor calidad, no lo dudes.",Estefanía P.,Revisado en España el 30 de enero de 2023,POS,NEG,NEU
Algo dificil de limpiar,"2,0 de 5 estrellas","Es fácil de manejar pero dificil de limpiar ,porque limpiar el filtro es fácil pero después de hacer café cuatro días seguidos se ha atascado alguna tubería y no sale el café pero el agua se consume. Creo que interiormente se ha atramcado y eso no sé como limpiarlo . No ha llegado a usarse la semana entera.",Teresa M,Revisado en España el 10 de julio de 2023,NEU,NEG,NEG
Ha venido con una abolladura,"2,0 de 5 estrellas","Me parece útil y fácil de usar pero no le pongo mas estrellas porque al quitarle la pegatina tenia una abolladura cosa que me parece Super fuerte que quieran tapar el daño con una pegatina, se supone que deben tener un control de calidad, con tanta ilusion que me la he comprado y al solo quitarle la etiqueta tenga esto, de paso me hace dudar la originalidad porque en la foto de la pagina pone cecotec y esta trae una pegatina y al quitárselo no lo pone esta pone cumbia me siento un poco timada",Jessica Querales,Revisado en España el 26 de octubre de 2022,POS,NEG,POS
Se salen los posos del cafë y terminas bebiendolos,"2,0 de 5 estrellas","He comprado varios productos CECOTEC , humidificador portatil, Conga, aspitador de mano, Mambo etc y nos decidimos por la cafetera pensando qué sería igual de bueno. PUES NO. ponemos café para 8 tazas y se sale todo entrando en la jarra y llenandose de posos. queríamos comprar una preidora de aire y me lo estoy pensando seriamente. Si los vendedores de CECOTEC se pusieran en contacto con nosotros , nos gustaria devolverla. No es normal qué una cafera para 12 tazas con 8 te bebas los posos.
Gracias",Javier G,Revisado en España el 13 de noviembre de 2022,POS,NEU,NEG
Estaba usada,"2,0 de 5 estrellas","Me la quedé porque la necesitaba ( para los desayunos de hotel rural), pero ya vi en la caja estaba despegada y vuelta a pegar con trozos de adhesivo por las esquinas, eso no me hubiese importado pero luego me di cuenta de que estaba usada, el filtro tenía la marca y olía a café.",Sandra,Revisado en España el 2 de abril de 2023,NEU,NEU,NEG
Nada que ver con lo que vende,"2,0 de 5 estrellas","Mucho peor de lo que venden. Llega con una inmensa pegatina que deja la parte frontal pegajosa y sucia desde el primer día.
La función recalentar no existe, sencillamente queda caliente porque está dentro de la cafetera pero solamente está el botón de entender y apagar.
El sabor del café nada de otro mundo, igual que en cualquier cafetera a mitad de precio.
Pone ""Cumbia"" y no Cecotec como aparece en la foto.
En resumen: Compré está cafetera más cara de la media pensando que sería mejor pero para eso me gasto la mitad en una más básica.
Una decepción.",Javier R.,Revisado en España el 25 de enero de 2022,NEU,NEG,NEG
"La descripción no corresponde, diseño y aspecto diferente","2,0 de 5 estrellas","He pedido esta cafetera por su diseño y aspecto. Me gustó el diseño uniforme y la parte frontal lisa con la marca CECOTEC. La entrega por parte de Amazon fue muy rápida y sin incidencias, pero al abrir la caja me encontró una cafetera de diseño muy diferente, vean las fotos. La devuelvo sin haberla usado.",Cliente Amazon,Revisado en España el 13 de diciembre de 2022,NEU,POS,NEG
Producto deficiente.,"2,0 de 5 estrellas","Compramos esta cafetera confiando en la marca CECOTEC, pero es un producto que no alcanza el estándar de calidad de la marca. Tiene buen aspecto exterior pero es un producto deficiente, lento y que suele atascarse con frecuencia impidiendo que el café se haga con normalidad.",stranezza,Revisado en España el 9 de enero de 2023,NEU,NEG,NEG
Pegatina,"2,0 de 5 estrellas","Ayer recibi la cafetera, al desembalar nos dimos cuenta de que en la parte inoxidable traia una pegatina bastante grande que por uno de los lados estaba algo despegada. Hoy antes de usarla hemos procedido a limpiar las partes que se indican en el manual y a retirar la pegatina. Sorpresa, la pegatina se rompe quedando incrustada, no se puede quitar con cualquier cosa ya que esta en la parte inoxidable. Me he pasado 2 horas quitando y aun asi no a quedado bien. Al ingeniero que se le ocurrio ponerla ahi se podia haber quedado en su casa a descansar.",Elena,Revisado en España el 11 de noviembre de 2021,NEU,NEG,NEU
No dura más de un año.,"2,0 de 5 estrellas",Con el paso del tiempo el café tarda mucho en prepararse. Poco recomendable,Juan Plasencia,Revisado en España el 5 de junio de 2023,NEU,NEG,NEG
"Muy bonita, pero...","2,0 de 5 estrellas","La cafetera en sí es una cafetera normal y corriente, lo que me hace realizar una reseña negativa es que la jarra se ha agrietado con el cambio de temperatura y no consigo encontrar remplazo.
Al principio todo fué bien hasta entonces. Así que nada, espero haberos ayudado en algo.",FernAmazon,Revisado en España el 22 de agosto de 2022,POS,NEG,NEG
Pésima cafetera.,"2,0 de 5 estrellas","Pésima cafetera ya que no me gusta el tope de máximo de agua no se ve claro y lleva una ranura, que si te pasas de agua se derrama por la encimera.
Las instrucciones dejan mucho que desear ,no están claras y me ha dejado de funcionar ya que tengo que estar constantemente apretando el botón de on porque se para .
Sinceramente no es la mejor cafetera en relación,calidad precio.",Evaristo,Revisado en España el 6 de marzo de 2022,NEU,NEG,NEG
No es como la descrita en el anuncio.,"2,0 de 5 estrellas","En la descripción pone que es cecotec. Es prácticamente la misma que se anuncia, solo cambia esteticamente. Solo venía una pegatina en la caja que pone cecotec. Por el funcionamiento es regular. Cuando haces café no se ve lo que queda de nivel de agua ya que se empaña y si la llenas mucho de café molido se termina por rebosar y caer a la jarra, con lo cual las últimas tazas llevan posos.",OSCAR GOMEZ,Revisado en España el 14 de enero de 2022,NEU,NEU,NEG
Cual es la cantidad de café??,"2,0 de 5 estrellas","Buenas! Primero, esto es lo que llegó. Una cafetera tuneada con pegatinas. Después cual es la cantidad de café?? Si me fio de la proporción indicada en el librito.... Saca aguachirri que ni el gato lo toma. Al final, doble cantidad de café para algo decente y lo del botón de café intenso.... Bueno de adorno. Se puede devolver habiéndola usada?",carlos P.,Revisado en España el 24 de marzo de 2022,NEU,NEU,NEU
Se obstruyó y no salía el café,"2,0 de 5 estrellas","Se limpia fácil, es ágil, pero se obstruyó y no salía café, se desmonto se cambió de filtros se hizo café sin ellos y nada. Duro un año, sabor como es lógico dependiendo del café q se use.",carolina,Revisado en España el 16 de octubre de 2022,NEU,NEU,NEG
Bastante decepcionada,"2,0 de 5 estrellas","Hay que usar mucho cafe en comparación con otras cafeteras.
El difusor de agua salpica mucho y hace que se manche excesivamente de cafe por dentro así que al final siempre hay posos.

No lo recomiendo.",Maika,Revisado en España el 11 de septiembre de 2022,NEU,NEG,NEG
Rápida de usar pero café flojo,"2,0 de 5 estrellas","Es la típica cafetera de jarra de café americano, para mi gusto el café sale bastante insípido, a pesar de usar la función de ""extra fuerte"". Estoy gastando mucho más café que antes para tomarlo un poco más fuerte de sabor.
Es fácil de usar y sencilla de programar, eso al menos está bien.",Jorge maldonado Gomariz,Revisado en España el 14 de marzo de 2022,NEU,POS,NEU
Desepcionada,"2,0 de 5 estrellas",Buena cafetera pero me llego con un defecto y es que nunca ha mantenido el café caliente. Se apaga inmediatamente termina de hacer el cafe,Karin,Revisado en España el 22 de noviembre de 2022,NEU,NEG,NEU
